id,behavior
190,MB_OCEAN_WATER
191,MB_OCEAN_WATER
192,MB_OCEAN_WATER
193,MB_OCEAN_WATER
194,MB_OCEAN_WATER
195,MB_OCEAN_WATER
196,MB_OCEAN_WATER
197,MB_OCEAN_WATER
198,MB_OCEAN_WATER
199,MB_OCEAN_WATER
200,MB_FOOTPRINTS
201,MB_FOOTPRINTS
202,MB_FOOTPRINTS
203,MB_NORMAL
204,MB_NORMAL
205,MB_FOOTPRINTS
206,MB_NORMAL
207,MB_NORMAL
208,MB_FOOTPRINTS
209,MB_NON_ANIMATED_DOOR
210,MB_FOOTPRINTS
211,MB_NORMAL
212,MB_NORMAL
213,MB_NORMAL
214,MB_NORMAL
215,MB_NORMAL
216,MB_SAND
217,MB_SAND
218,MB_SAND
219,MB_SAND
220,MB_NO_RUNNING
221,MB_NO_RUNNING
222,MB_NO_RUNNING
223,MB_NO_RUNNING
224,MB_NORMAL
225,MB_NORMAL
226,MB_NORMAL
227,MB_NORMAL
228,MB_NO_RUNNING
229,MB_NO_RUNNING
230,MB_NO_RUNNING
231,MB_NO_RUNNING
232,MB_NORMAL
233,MB_NORMAL
234,MB_NORMAL
235,MB_NORMAL
236,MB_NORMAL
237,MB_NORMAL
238,MB_NORMAL
239,MB_NORMAL
240,MB_NORMAL
241,MB_NORMAL
242,MB_NORMAL
243,MB_NORMAL
244,MB_NORMAL
245,MB_NORMAL
246,MB_NORMAL
247,MB_NORMAL
248,MB_NORMAL
249,MB_NORMAL
250,MB_NORMAL
251,MB_NORMAL
252,MB_NORMAL
253,MB_NORMAL
254,MB_NORMAL
255,MB_NORMAL
256,MB_NORMAL
257,MB_NORMAL
258,MB_NORMAL
259,MB_NORMAL
260,MB_NORMAL
261,MB_NORMAL
262,MB_NORMAL
263,MB_NORMAL
264,MB_NORMAL
265,MB_NORMAL
266,MB_NORMAL
267,MB_NORMAL
268,MB_NORMAL
269,MB_NORMAL
270,MB_NORMAL
271,MB_NORMAL
272,MB_NORMAL
273,MB_NORMAL
274,MB_NORMAL
275,MB_NORMAL
276,MB_NORMAL
277,MB_NORMAL
278,MB_NORMAL
279,MB_NORMAL
280,MB_NORMAL
281,MB_NORMAL
282,MB_NORMAL
283,MB_NORMAL
284,MB_NORMAL
285,MB_NORMAL
286,MB_NORMAL
287,MB_NORMAL
288,MB_NORMAL
289,MB_NORMAL
290,MB_NORMAL
291,MB_NORMAL
292,MB_NORMAL
293,MB_NORMAL
294,MB_NORMAL
295,MB_NORMAL
296,MB_NORMAL
297,MB_NORMAL
298,MB_NORMAL
299,MB_NORMAL
300,MB_NORMAL
301,MB_NORMAL
302,MB_NORMAL
303,MB_NORMAL
304,MB_NORMAL
305,MB_NORMAL
306,MB_NORMAL
307,MB_NORMAL
308,MB_NORMAL
309,MB_NORMAL
310,MB_NORMAL
311,MB_NORMAL
312,MB_NORMAL
313,MB_NORMAL
314,MB_NORMAL
315,MB_NORMAL
316,MB_NORMAL
317,MB_NORMAL
318,MB_NORMAL
319,MB_NORMAL
320,MB_NORMAL
321,MB_NORMAL
322,MB_NORMAL
323,MB_NORMAL
324,MB_NORMAL
325,MB_NORMAL
326,MB_NORMAL
327,MB_NORMAL
328,MB_NORMAL
329,MB_NORMAL
330,MB_NORMAL
331,MB_NORMAL
332,MB_NORMAL
333,MB_NORMAL
334,MB_NORMAL
335,MB_NORMAL
336,MB_NORMAL
337,MB_NORMAL
338,MB_NORMAL
339,MB_NORMAL
340,MB_NORMAL
341,MB_NORMAL
342,MB_NORMAL
343,MB_NORMAL
344,MB_NORMAL
345,MB_NORMAL
346,MB_NORMAL
347,MB_NORMAL
348,MB_NORMAL
349,MB_NORMAL
350,MB_NORMAL
351,MB_NORMAL
352,MB_NORMAL
353,MB_NORMAL
354,MB_NORMAL
355,MB_NORMAL
356,MB_NORMAL
357,MB_NORMAL
358,MB_NORMAL
359,MB_NORMAL
360,MB_NORMAL
361,MB_NORMAL
362,MB_NORMAL
363,MB_NORMAL
364,MB_NORMAL
365,MB_NORMAL
366,MB_NORMAL
367,MB_NORMAL
368,MB_NORMAL
369,MB_NORMAL
370,MB_NORMAL
371,MB_NORMAL
372,MB_NORMAL
373,MB_NORMAL
374,MB_NORMAL
375,MB_NORMAL
376,MB_NORMAL
377,MB_NORMAL
378,MB_NORMAL
379,MB_NORMAL
380,MB_NORMAL
381,MB_NORMAL
382,MB_NORMAL
383,MB_NORMAL
384,MB_NORMAL
385,MB_NORMAL
386,MB_NORMAL
387,MB_NORMAL
388,MB_NORMAL
389,MB_NORMAL
390,MB_NORMAL
391,MB_NORMAL
392,MB_NORMAL
393,MB_NORMAL
394,MB_NORMAL
395,MB_NORMAL
396,MB_NORMAL
397,MB_NORMAL
398,MB_NORMAL
399,MB_NORMAL
400,MB_NORMAL
401,MB_NORMAL
402,MB_NORMAL
403,MB_NORMAL
404,MB_NORMAL
405,MB_NORMAL
406,MB_NORMAL
407,MB_NORMAL
408,MB_NORMAL
409,MB_NORMAL
410,MB_NORMAL
411,MB_NORMAL
412,MB_NORMAL
413,MB_NORMAL
414,MB_NORMAL
415,MB_NORMAL
416,MB_NORMAL
417,MB_NORMAL
418,MB_NORMAL
419,MB_NORMAL
420,MB_NORMAL
421,MB_NORMAL
422,MB_NORMAL
423,MB_NORMAL
424,MB_NORMAL
425,MB_NORMAL
426,MB_NORMAL
427,MB_NORMAL
428,MB_NORMAL
429,MB_NORMAL
430,MB_NORMAL
431,MB_NORMAL
432,MB_NORMAL
433,MB_NORMAL
434,MB_NORMAL
435,MB_NORMAL
436,MB_NORMAL
437,MB_NORMAL
438,MB_NORMAL
439,MB_NORMAL
440,MB_NORMAL
441,MB_NORMAL
442,MB_NORMAL
443,MB_NORMAL
444,MB_NORMAL
445,MB_NORMAL
446,MB_NORMAL
447,MB_NORMAL
448,MB_NORMAL
449,MB_NORMAL
450,MB_NORMAL
451,MB_NORMAL
452,MB_NORMAL
453,MB_NORMAL
454,MB_NORMAL
455,MB_NORMAL
456,MB_NORMAL
457,MB_NORMAL
458,MB_NORMAL
459,MB_NORMAL
460,MB_NORMAL
461,MB_NORMAL
462,MB_NORMAL
463,MB_NORMAL
464,MB_NORMAL
465,MB_NORMAL
466,MB_NORMAL
467,MB_NORMAL
468,MB_NORMAL
469,MB_NORMAL
470,MB_NORMAL
471,MB_NORMAL
472,MB_NORMAL
473,MB_NORMAL
474,MB_NORMAL
475,MB_NORMAL
476,MB_NORMAL
477,MB_NORMAL
478,MB_NORMAL
479,MB_NORMAL
480,MB_NORMAL
481,MB_NORMAL
482,MB_NORMAL
483,MB_NORMAL
484,MB_NORMAL
485,MB_NORMAL
486,MB_NORMAL
487,MB_NORMAL
488,MB_NORMAL
489,MB_NORMAL
490,MB_NORMAL
491,MB_NORMAL
492,MB_NORMAL
493,MB_NORMAL
494,MB_NORMAL
495,MB_NORMAL
496,MB_NORMAL
497,MB_NORMAL
498,MB_NORMAL
499,MB_NORMAL
500,MB_NORMAL
501,MB_NORMAL
502,MB_NORMAL
503,MB_NORMAL
504,MB_NORMAL
505,MB_NORMAL
506,MB_NORMAL
507,MB_NORMAL
508,MB_NORMAL
509,MB_NORMAL
510,MB_NORMAL
511,MB_NORMAL
